0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
6644,GEDE KUGELLAGER-VERTRIEBS GMBH,,,ERNST-STENNER-STR.7,0,58675-HEMER-,25,,www.gedehemer.de,GERMANY,,XE,,0,0,0,,202,2
6645,ANGEL LARREINA S.A.C.I.F.I.A.,,30-51569408-7,MORENO 901,1091,CDAD.AUTONOMA DE BUENOS AIRES,1,(011)4334-2808-L.R./FAX:4334-3480,ifno@angellarreina.com,ARGENTINA,www.angellarreina.com,IN,901-079677-4,0,0,0,,202,2
6646,RODELEC S.H.,,30-70969866-0,AV.ANDRES ROLON 2094,1643,BECCAR,2,4892-0319/FAX:4742-9949,rodelec@arnet.com.ar,ARGENTINA,,IN,097-133003-1,0,0,0,,202,2
6647,TALLERES NEUQUEN S.A.,,30-70946420-1,PERIODISTA PRIETO 366,1823,LANUS,2,4205-7279/4205-7340,www.talleresneuquen.com.ar,ARGENTINA,telleresneuquen@talleresneuquen.com.ar,IN,902-847907-9,0,0,0,,202,2
6648,SERVICIOS GRAFICOS SARDA SRL,,30-69876949-8,LLERENA NRO. 2871,1427,CDAD.AUTONOMA DE BUENOS AIRES,1,TEL/FAX: 4647-1147,,ARGENTINA,,IN,901-023520-7,0,0,0,,0,0
6649,PALERMO EMPRESSE S.R.L.,,30-71030206-1,HUMBOLDT 1803,1414,CDAD.AUTONOMA DE BUENOS AIRES,1,4777-2282 L.R.,,ARGENTINA,,IN,1175793-11,0,0,0,,202,2
6650,TRANSP.GARGANO S.A.,,30-59392095-6,RUTA PANAMERICANA KM.28.5,1611,DON TORCUATO,2,474196600/7700 L.R.,FAX: 4741-0015,ARGENTINA,,IN,901-926631-4,0,0,0,,202,2
6651,SUIPACHA SERVICIOS S.A.,,30-70872351-3,RUTA NAC. 5 Y ACCESO SUIPACHA,0,,2,02324-480-036,,ARGENTINA,,IN,,0,0,0,,202,2
6652,JAMAICA BEARINGS CO.INC.,,,P.O.BOX 1080-,1700,JERICHO TURNPIKE,25,(516)326-1350/(516)326-2045,NEW HYDE PARK-NEW YORK 1040,ESTADOS UNIDOS,,XE,,0,0,0,,202,2
6653,HERVER INDUSTRIAL S.A. DE C.V.,,,AV.NOGALAR SUR N° 129,6648,SAN NICOLAS DE LA GARZA N.L.,25,52(81)8350-6630,herverind@prodigy.net.mx,MEXICO,,XE,,0,0,0,,202,2
6654,FRAMAR S.A.,,,CALLE 32 ESTE/N°3-32,0,CIUDAD DE PANAMA,25,,,REPUBLICA DE PANAMA,EDIFICIO PADILLA Y ASOCIADOS,XE,,0,0,0,,202,2
6655,HMM S.R.L.,,30-70899898-9,PASEO 109-NRO 582,7165,VILLA GESELL,2,,,ARGENTINA,,IN,,0,0,0,,202,2
6656,CREMONESE S.A. RODAMIENTOS,,30-70995311-3,AV.DE LOS CONSTITUYENTES 3552,1431,CDAD.AUTONOMA DE BUENOS AIRES,1,TEL/FAX: 4571-7065/4573-5822,cremonese@cremonese-rulemanes.com.ar,ARGENTINA,,IN,901-226519-7,0,0,0,,202,2
6657,JUGUETERIA PLOPPY,,20-16161858-7,LA RIOJA NRO.1919,1244,CDAD AUTONOMA DE BUENOS AIRES,1,4308-6696/4943-3323,,ARGENTINA,,IN,901-948508-2,0,0,0,,202,2
6658,ESTACION S.A.,,30-70705946-6,AV.LA PLATA NRO. 1399,1250,CDAD.AUTONOMA DE BUENOS AIRES,1,,,ARGENTINA,,IN,101-8916-05,0,0,0,,202,2
6659,ALSINA SERVICE SOC.DE HECHO,,30-70705505-3,TILCARA 2144,1437,CDAD.AUTONOMA DE BUENOS AIRES,1,4922-1840,alsinaservice@yahoo.com.ar,ARGENTINA,www.alsina-service.com.ar,IN,1018609-03,0,0,0,,202,2
6660,LIZMAN S.A.,,30-70856857-7,,1320,VILLA GESELL,2,,,ARGENTINA,,CF,,0,0,0,,202,2
6661,CALEU CARGO S.A.,,30-70097681-1,AV.CORRIENTES 456-P.10-OF.104,1043,CDAD.AUTONOMA DE BUENOS AIRES,1,4326-6326/FAX:4326-6448,,ARGENTINA,,IN,090508-09,0,0,0,,202,2
6662,ALPHATEAM SPRL,,,35;RUE GREVESSE-B-4470,0,SAINT-GEORGES-S/MEUSE,25,04-234-54-20/FAX:04-234-54-21,TVA-BE:466.633.148,BELGICA,,XE,,0,0,0,,202,2
6663,LRT S.A.,,30-70890345-7,26 DE ABRIL 4150/56,1714,ITUZAINGO,2,TEL/FAX: 4481-9822/4481-9823,lrtoil@speedy.com.ar,ARGENTINA,,IN,901-205267-1,0,0,0,,202,2
6664,LAS ACACIAS S.R.L.,,30-70821719-7,POETA AGUERO 391,0,MERLO,19,,,ARGENTINA,,IN,30-70821719-7,0,0,0,,202,2
6665,PARADOR NORTE S.A.,,30-69224915-8,RUTA 8 KM.57.500,1629,PILAR,2,,,ARGENTINA,,IN,30-69224915-8,0,0,0,,202,2
6666,PARADOR SHELL S.R.L.,,30-70898184-9,,0,,2,,,ARGENTINA,,IN,031-019591-1,0,0,0,,202,2
6667,NT SERVICIOS Y CARGAS S.A.,,30-70735203-1,VERA CRUZ 2811,0,VALENTIN ALSINA-LANUS,2,,ntservicioc@lasvarinet.com.ar,ARGENTINA,,IN,901-047660-9,0,0,0,,202,2
6668,TRANSP.LOLA,,20-23866102-2,ITAQUI 6159-1RO.C,1439,CDAD.AUTONOMA DE BUENOS AIRES,1,CEL:15-6383-8370/ID.535*6277,,ARGENTINA,,MT,20-23866102-2,0,0,0,,202,2
6669,LIB. NUEVA RAYUELA,,23-05495644-4,POTOSI 3845-DTO.8,1199,CDAD.AUTONOMA DE BUENOS AIRES,1,TEL/FAX: 4958-6520,jemrayuela@emebe.com.ar,ARGENTINA,,IN,1078885-09,0,0,0,,202,2
6670,LA BISTECCA,,30-69966808-3,AV.ALICIA M. DE JUSTO 1890,1107,CDAD.AUTONOMA DE BUENOS AIRES,1,4514-4999,,ARGENTINA,,IN,076479-05,0,0,0,,202,2
6671,VANGUARD GENERAL TRADING FZC,,,E-46G-28-HYMRIYA FREE ZONE,0,SHARJAH,25,,,UNITED ARAB EMIRATES,,XE,,0,0,0,,202,2
6672,PREMIOS G.O.L. S.R.L.,,30-70890795-9,VIRREY CEBALLOS 150,1077,PLAZA CONGRESO,1,TEL/FAX: (011)4372-9201,premiosgol@speedy.com.ar,ARGENTINA,WEB: www.premiosgol.com.ar,IN,114972-08,0,0,0,,202,2
6673,CE.M.Y.M.SOCIEDAD ANONIMA,,30-70742911-5,RUTA NACIONAL 8-KM.3629,0,VENADO TUERTO,21,03462-436120,,ARGENTINA,,IN,032-029331-5,0,0,0,,202,2
6674,CHITCHIAN S.A.,,30-59483278-3,AVDA.BUSTILLO KM.3800,0,BARILOCHE,15,,,ARGENTINA,,IN,901-915638-6,0,0,0,,202,2
6675,COHUE S.R.L.,,30-70901908-9,AVDA.BUSTILLO 12489,8400,BARILOCHE,16,462226,,ARGENTINA,,IN,4515178-4,0,0,0,,202,2
6676,DE BONA GIACOMA,,27-92363600-0,RUTA 151-KM.31,8305,CAMPO GRANDE,16,0299-4908114,,ARGENTINA,,IN,915-5910608,0,0,0,,202,2
6677,EL RINCON DE PIEDRA DEL AGUILA,S.R.L.,30-59363033-8,RUTA NAC.237-KM.1446,8315,PIEDRA DEL AGUILA,15,,,ARGENTINA,,IN,009-026748-01,0,0,0,,202,2
6678,DANTE VIAL,JORGE DANGIOLO,20-07377656-3,CALIFORNIA 1747,1289,CDAD.AUTONOMA DE BUENOS AIRES,1,TEL/FAX: 4301-1993,,ARGENTINA,,IN,285389-02,0,0,0,,202,2
6679,LA PAROLACCIA VINCULACION S.A.,,30-69351886-1,AV.MOREAU DE JUSTO 1052,1107,CDAD.AUTONOMA DE BUENOS AIRES,1,4343-5568/1679,,ARGENTINA,,IN,0068741-03,0,0,0,,202,2
6680,PETROPAMPA S.R.L.,,30-68804848-2,RUTA 22-KM.854.5,8138,LA ADELA,11,TEL/FAX: 02931-430931,,ARGENTINA,,IN,,0,0,0,,202,2
6681,ROBERTO SAAVEDRA,,20-17635282-6,AV. HOLMBERG 1572-,1430,CDAD.AUTONOMA DE BUENOS AIRES,1,,,ARGENTINA,,IN,,0,0,0,,202,2
6682,MARTIN FIERRO EST.DE SERVICIO,,30-68427889-0,CNO.GRAL.BELGRANO 5501,1888,FLORENCIO VARELA,2,,,ARGENTINA,,IN,30-68427889-0,0,0,0,,202,2
6683,OSVALDO MARESCA-CHAPAS DE HIER,RO,20-10138745-4,AV.CHICLANA 3377,1260,CDAD.AUTONOMA DE BUENOS AIRES,1,4911-2011,osvaldomaresca@cponline.org.ar,ARGENTINA,,IN,619983-06,0,0,0,,202,2
6684,SERRA LIMA S.A.C.I.,,30-53985596-0,AVDA.CORDOBA 3040,1187,CDAD.AUTONOMA DE BUENOS AIRES,1,,,ARGENTINA,,IN,0132951-11,0,0,0,,0,0
6685,NEUMATICOS Y SERV.VULCAMOIA,SUR S.A.,33-70821063-9,AV.HIPOLITO YRIGOYEN 790,1188,AVELLANEDA,2,4201-1264/3089,,ARGENTINA,,IN,33-70821063-9,0,0,0,,0,0
6686,MADERERA PATRICIOS,,20-92213580-1,AV.CHICLANA 3929,0,CDAD.AUTONOMA DE BUENOS AIRES,1,4922-0202,,ARGENTINA,,IN,579291-06,0,0,0,,202,2
6687,MASFRIO S.R.L.-REFRIGERACION,CIUDADELA,30-70762688-3,AV.RIVADAVIA 12226/8,1702,CIUDADELA,2,,,ARGENTINA,,IN,901052279-7,0,0,0,,202,2
6688,IBATECH TECNOLOGIA LTDA.,,,AV. AMAZONAS 976,0,PORTO ALEGRE,25,,,BRASIL,,XE,,0,0,0,,202,2
6689,FX COMPUTERS,,20-29986231-4,ACOYTE 746-1ER.PISO-DTO-B,1405,CDAD.AUTONOMA DE BUENOS AIRES,1,4613-8922,CEL:15-5595-0388,ARGENTINA,,IN,1156606-10,0,0,0,,202,2
6690,SIN ROLLOS.COM,,30-70766010-0,GASCON 3056-LER PISO,7600,MAR DEL PLATA,2,(0223)491-9858,,ARGENTINA,,IN,30-70766010-0,0,0,0,,202,2
6691,UNIVERSAL BEARING COMPANY,,,PO BOX 79001-DRAWER 1581,0,DETROIT;ML 48279-1581,25,(313)933-1100/(800)521-2418,www.universalbearing.com,ESTADOS UNIDOS,FAX: (313) 933-8888,XE,,0,0,0,,202,2
6692,FRIO AUTO AIRE S.A.,,33-70928579-9,ASAMBLEA 372,1424,CDAD.AUTONOMA DE BUENOS AIRES,1,,,ARGENTINA,,IN,901-213033-1,0,0,0,,202,2
6693,YAO YICAN,,20-94014151-7,RONDEAU 2956,1262,C.A.B.A.,1,4943-3532,,ARGENTINA,,CF,,0,0,0,,202,2
6694,PROYEXXION S.R.L.,,30-70857862-9,MAIPU 42-3ER.CUERPO-1ER.PISO,1084,CDAD.AUTONOMA DE BUENOS AIRES,1,4342-8220,,ARGENTINA,,IN,1123840-02,0,0,0,,202,2
6695,ROMA RODAMIENTOS S.A.,,30-71022578-4,R.DE ESC.DE SAN.MARTIN 2901,1822,VALENTIN ALSINA,2,4137-5884/5847-/-4208-9030,,ARGENTINA,,IN,902-458503-8,-2498,389940,0,,202,2
6696,SC UNICENTER E.S.D.S.R.L.,,,DOLJ;PODARI;STR COLONIEI;NR 2,0,CRAIOVA;DOLJ,25,,,ROMANIA,,XE,,0,0,0,,202,2
6697,LTM INDUSTRIETECHNIK FRITZ,,,THALKIRCHNER-STR.62,0,80337-MUNCHEN,25,,,ALEMANIA,,XE,,0,0,0,,202,2
6698,NEUMATICOS GOBETTI S.A.,,30-70778217-6,AV.HIPOLITO YRIGOYEN 1090,0,MORON,2,4696-3389/3541,,ARGENTINA,,IN,30-70778217-6,0,0,0,,202,2
6699,B.A.SEGURIDAD,,20-17254278-7,METAN 4202,1240,CDAD.AUTONOMA DE BUENOS AIRES,1,4922-2730/CEL:15-6094-6058/59,NEXTEL:577*1058/59,ARGENTINA,,IN,787716-01,0,0,0,,202,2
6700,SFERAX S.A.,FABRIQUE DE ROULEMENTS LINEAIR,,,0,CH-2016-CORTAILLOD,25,,WWW.SFERAX.CH,SUIZA,INFO@SFERAX.CH,XE,,0,0,0,,202,2
6701,RODESFER-DEXIS,POLIGON INDUSTRIAL GRAN VIASUD,,MOTORS;306-308,0,08908-LHOSPITALET LLOBREGAT,25,93-245-81-00/FAX: 93-232-13-59,rodesfer@rodesfer.com,BARCELONA/ESPAÑA,www.rodesfer.com,XE,,0,0,0,,202,2
6702,MD ADMINISTR.DE PROPIEDADES,CIUDICESSI CARLOS HECTOR,20-04546831-4,TRES ARROYOS NRO 247,1414,CDAD.AUTONOMA DE BUENOS AIRES,1,,www.md-propiedades.com.ar,ARGENTINA,,IN,EXENTO,0,0,0,,202,2
6703,NECXUS NEGOCIOS INFORMATICOS,,30-70847714-8,MERCEDES NRO 3353,1417,VILLA DEBOTO,1,4137-5640/5650 L.R.,devoto@necxus.com.ar,ARGENTINA,www.necxus.com.ar,IN,901-070314-1,0,0,0,,202,2
6704,GASTAB S.A.,,33-64172059-9,AV.DIRECTORIO NRO.1110,1406,CDAD.AUTONOMA DE BUENOS AIRES,1,,,ARGENTINA,,IN,901-970598-1,0,0,0,,202,2
6705,HOTEL IDEAL,GUIZZONI MARIA LAURA,27-23399941-0,AV. OLASCOAGA NRO 243,8300,NEUQUEN,15,(0299)442-2431/2,FAX: 448-4598,ARGENTINA,,IN,015-083988-04,0,0,0,,202,2
6706,DORMI-PIERO,,30-70934453-2,AV.CARABOBO NRO 63,1406,CDAD.AUTONOMA DE BUENOS AIRES,1,4115-7777,,ARGENTINA,,IN,901-214123-7,0,0,0,,202,2
6707,TASCAR S.R.L.,,30-68748922-1,AV.INT.RABANAL 3159,1437,CDAD.AUTONOMA DE BUENOS AIRES,1,(011)4918-0428,,ARGENTINA,,IN,901-184151-1,0,0,0,,202,2
6708,NEW HARBOUR S.A.,,30-70857970-6,AV.DE MAYO 749-P.8*OF.44,1084,CDAD.AUTONOMA DE BUENOS AIRES,1,(0054-11) 5218-6604/4331-9480,,ARGENTINA,,IN,901-072606-1,0,0,0,,202,2
6709,EBELE BV ROTTERDAM,,,PLOMPERTSTRAAT 34,0,HOLANDA,25,,,HOLANDA,,XE,,0,0,0,,202,2
6710,RODAMIENTOS SAMPER,,,CARRETERA LAGO DE GUADALUPE 6,0,COL.SAN MATEO TECOLOAPAN,25,,,MEXICO,,XE,,0,0,0,,202,2
6711,METALURGICA BORDONE EST.IND.,BORDONE STELLA MARIS/L.ALBERTO,30-70915968-9,BRANDSEN 3445,1714,ITUZAINGO,2,TEL/FAX: 4481-4903/4715,bordone@speedy.com.ar,ARGENTINA,www.metalurgicabordone.com.ar,IN,30-70915968-9,0,0,0,,202,2
6712,LOZYSKA POLSKA,,,UL.GORZYSTAWA 27,0,POLONIA,25,48-61-870-88-30,lozyskapolska@wp.pl,POLONIA,,XE,,0,0,0,,202,2
6713,TRANSMISIONES CARDANICAS S.A.,,30-58344080-8,GRAL.URQUIZA 824,1221,CDAD.AUTONOMA DE BUENOS AIRES,1,TEL/FAX: 4931-0020 L.R.-/-FAX:4957-6100,trancard@trancard.com.ar,ARGENTINA,www.trancard.com.ar,IN,901-929037-1,0,0,0,,202,2
6714,ELECTRO SALGUERO S.H.,,30-67595819-6,JERONIMO SALGUERO 205,1177,CDAD.AUTONOMA DE BUENOS AIRES,1,TEL/FAX:4958-1619,,ARGENTINA,,IN,896744-10,0,0,0,,0,0
6715,RODEL S.R.L.,,30-58705674-3,BARRIO SAN CARLOS CASA 13,6550,BOLIVAR,2,,,ARGENTINA,,IN,30-58705674-3,0,0,0,,0,0
6716,ADIDAS ARGENTINA S.A.,,30-68514022-1,GUEMES 897,0,LOCAL 106/107-AVELLANEDA,2,,,ARGENTINA,,CF,901-174012-1,0,0,0,,0,0
6717,PROSEGUR ACTIVA ARGENTINA S.A.,SOLICITUD DE SERVICIO-(156207),30-70977656-4,GRAL.JULIO A. ROCA 4530,1604,FLORIDA,2,(54-11) 4709-8080/FAX:(54-11) 4709-8031,www.proseguractiva.com.ar,ARGENTINA,susana.gabancho@ar.prosegur.com,IN,,755057,0,0,,202,2
6718,ECU LOGISTICS ARGENTINA S.A.,,30-71020219-9,AV.BELGRANO 355-PISO 12,1092,CDAD.AUTONOMA DE BUENOS AIRES,1,54-11-5353-0200/FAX:54-11-5273-2323,www.eculine.net,ARGENTINA,,IN,901-266075-3,0,0,0,,202,2
6719,CARL WERTHENBACH-(NO CONTABLE),,,GRAFENHEIDR STR.101,0,33729-BIELEFELD,25,,,ALEMANIA,,XE,,0,0,0,,202,2
6720,ALAS UNIVERSAL RODAM. S.A,,30-70878249-8,RIVADAVIA 922-P.B.,1002,CDAD.AUTONOMA DE BUENOS AIRES,1,TEL/FAX:4345-3823(L.R.)4345-4919/0633,,ARGENTINA,alasuniv@infovia.com.ar,IN,901-077014-2,0,0,0,,0,0
6721,REPUESTOS DE CARLOS A. MIRKIN,,20-12009501-4,WARNES 1468,1416,CDAD.AUTONOMA DE BUENOS AIRES,1,4582-5704/4854-6384,,ARGENTINA,,IN,585949-02,0,0,0,,202,2
6722,LAN ARGENTINA S.A.,,30-70754232-9,AEROP.JORGE NEWBERY S/N,1425,CDAD.AUTONOMA DE BUENOS AIRES,1,,,ARGENTINA,,IN,901-210381-7,0,0,0,,202,2
6723,CONQUISTADOR HOTEL,,30-52616424-1,25 DE MAYO 2676,3000,SANTA FE,21,(0342)4001195 L.R.,linverde@gigared.com,ARGENTINA,www.lineaverdedehoteles.com.ar,IN,110264161,0,0,0,,202,2
6724,RODAM.Y SERVICIOS ROYSE S.L.,,,PARQUE SEVILLA IND.C/PARSI7.N5,0,41016-SEVILLA,25,34-954-671050/34-954-999454,sevilla@rodamientos.net,ESPAÑA,,XE,,0,0,0,,202,2
6725,FERRETERIA ALMAFUERTE,,27-04449350-6,AV.RIVADAVIA 3813,1204,CDAD.AUTONOMA DE BUENOS AIRES,1,4983-9116,,ARGENTINA,,IN,800888-04,0,0,0,,202,2
6726,FAMEGA S.A.,E4STACION DE SERVICIO,30-70917367-3,PTE.PERON 2130,0,SAN NICOLAS,2,,,ARGENTINA,,IN,901-212022-2,0,0,0,,202,2
6727,PANAMERICANA S.R.L.,,30-53711555-2,AV. SAN MARTIN 5316,1417,CDAD.AUTONOMA DE BUENOS AIRES,1,,,ARGENTINA,,IN,143375-10,0,0,0,,202,2
6728,ELSERVER S.R.L.,,30-70744750-4,DR.BERNARDO DE IRIGOYEN 380-1P,1072,CDAD.AUTONOMA DE BUENOS AIRES,1,(011)5236-7070,clientes@elserver.com,ARGENTINA,,IN,1045862-10,0,0,0,,202,2
6729,IZ BEARING SINGAPORE,,,200 JALAN SULTAN-# 02-01,0,TEXTILE CENTER-199018,25,65-62984911/65-62986411,izbearing@singnet.com.sg,SINGAPORE,www.izholding.com.sg,XE,,0,0,0,,202,2
6730,NORAUTO ARGENTINA S.A.,,30-69227259-1,CNO.CINTURA Y AV.CROVARA,1766,TABLADA,2,4699-8900,clientes@norautoargentina.com.ar,ARGENTINA,,IN,901-199425-1,0,0,0,,202,2
6731,SOLAR SYSTEM,,23-08632002-9,AV.JUAN DE GARAY 3576,1256,CDAD.AUTONOMA DE BUENOS AIRES,1,(011)4922-2285/TELEFAX:(011)4921-1861,,ARGENTINA,,IN,901-997055-2,0,0,0,,202,2
6732,RODAM.Y ACCESORIOS;S.A.de C.V.,,,AVE.NOGALAR SRU 107,0,COL.CUAUHTEMOC,25,(52-81)8158-9500/FAX:(52-81)8332-5240,ernesto.contreras@ryasa.com.mx,MEXICO,www.ryasa.com.mx,XE,,0,0,0,,202,2
6733,LEWIS INTERNATIONAL BEARIGN,COMPANY PTY LTD,,14 HANRAHAN STREET,0,THOMASTOWN VIC 3074,25,6139465-7244/FAX:6139465-3622,,AUSTRALIA,,XE,,0,0,0,,202,2
6734,GRAND ASTORIA HOTEL,,30-53115302-9,COLON 164,5000,CORDOBA,4,0351-421-5091/2/3,reservas_astoria@aranet.com.ar,ARGENTINA,www.hotelgrandastoria.com.ar,IN,200012071,0,0,0,,202,2
6735,MULTICRAFT S.A.,,33-70909921-9,J.E.URIBURU 431,1027,CDAD.AUTONOMA DE BUENOS AIRES,1,TEL/FAX: 4953-5898/4954-0615,multicraft@argentina.com,ARGENTINA,,IN,1158910-08,0,0,0,,202,2
6736,PATH COMUNICACION SRL,,30-70928069-0,URUGUAY 252-P.2-Of.9,1015,CDAD.AUTONOMA DE BUENOS AIRES,1,TEL/FAX:(54-11) 4375-3377/78,pathcomunicacion.com.ar,ARGENTINA,info@pathcomunicacion.com.ar,IN,901-216030-4,0,0,0,,202,2
6737,LA TABERNA DE ROBERTO S.R.L.,,30-70780996-1,SANCHEZ DE LORIA 2110,1241,CDAD.AUTONOMA DE BUENOS AIRES,1,4911-8896,,ARGENTINA,,IN,1067839-05,0,0,0,,202,2
6738,BALDOR ELECTRIC COMPANY,,,FORT SMITH;ARKANSAS 72902,0,KANSAS CITY,25,,,ESTADOS UNIDOS,,XE,,0,0,0,,202,2
6739,EST.DE SERV.SOL DE FABRICCINI,,30-67418509-6,RUTA 34-KM.72,2146,CLASON S.F.,17,,,ARGENTINA,,IN,083-003282-0,0,0,0,,202,2
6740,EST.DE SERV.INDEPENDENCIA,,20-07257084-8,AV.HIPOLITO IRIGOYEN 1301,4000,SALTA,17,0387-4280702/03,,ARGENTINA,,IN,,0,0,0,,202,2
6741,MALENO S.A.,,30-71022689-6,RUTA NAC.9-KM.1199,0,LA AGUADA,22,,,ARGENTINA,,IN,30-71022689-6,0,0,0,,202,2
6742,PERESSIN FERRANDO,,20-15252861-3,AV.ALTE.BROWN ESQ.LOS ANDES,4600,JUJUY,10,0388-4251499,,ARGENTINA,,IN,910-410269-1,0,0,0,,202,2
6743,INVERSIONES MUNICH S.A.,,30-69960367-4,ALVARADO 646,0,SALTA,17,4317300,,ARGENTINA,,IN,30969960367-4,0,0,0,,202,2
6744,PARADOR POSTA RUTA 34 S.R.L.,,30-70925103-8,RUTA NAC.34-KM.387,0,CERES,21,,,ARGENTINA,,IN,,0,0,0,,202,2
6745,SERVICIOS LUARCA S.A.,,33-70961971-9,PTE.PERON 8591,1714,ITUZAINGO,2,,,ARGENTINA,,IN,,0,0,0,,202,2
6746,NEUMATICOS PEREZ RODRIGUEZ,,20-08627121-5,AV.JUAN B.ALBERDI 277/99,1406,CDAD.AUTONOMA DE BUENOS AIRES,1,4901-7379/8264/4902-4891,perez_rodriguez@datamarkets.com.ar,ARGENTINA,,IN,1023473-10,0,0,0,,202,2
6747,TECNO INDUSTRIAL AMERICANA SA.,,30-61939109-4,ESTEBAN ECHEVERRIA 3400,0,DON TORCUATO,2,4741-0401,,ARGENTINA,,IN,901-173428-7,0,0,0,,202,2
6748,PROODOS S.A.,,30-51870762-7,AV.JUAN B.JUSTO 5315,1416,CDAD.AUTONOMA DE BUENOS AIRES,1,,,ARGENTINA,,IN,146949-05,0,0,0,,202,2
6749,PERFUMER S.A.,,30-69094420-7,AV.CORRIENTES 3247-LOC.1014,1193,CDAD.AUTONOMA DE BUENOS AIRES,1,,,ARGENTINA,,IN,,0,0,0,,0,0
6750,EASTERN BEARINGS COMPANY PTY.L,,,FACTORY 1&2/18 RUSHDALE STREET,0,KNOXFIELD;VIC.3180,25,(03)9764-2922/FAX:(03)9763-1197,sales@easternbearing.com.au,AUSTRALIA,,XE,,0,0,0,,202,2
6751,FAISAL TRADING ESTABLISHMENT,,,FLAT/2-C;CENTRAL FLATS,0,MODEL TOWN EXT LAHORE PAKISTAN,25,91-42-5201805-/-5163249/FAX:92425201806,,PAKISTAN,,XE,,0,0,0,,202,2
6752,SERVICIOS CIPOLLETTI S.R.L.,,30-67274783-6,L.DE LA TORRE Y PACHECO,8324,CIPOLLETTI,16,,,ARGENTINA,,IN,210-8293-6,0,0,0,,202,2
6753,VAGNONI HNOS S.A.,,30-63707371-7,LAS HERAS 2,6555,DAIREAUX,2,02316-452211,,ARGENTINA,,IN,30-63707371-7,0,0,0,,202,2
6754,PAPELERA GRANES,,27-21918032-8,AV.MITRE 6451,1875,WILDE,2,4207-1420/9811,,ARGENTINA,,IN,27-21918032-8,0,0,0,,202,2
6755,GRUPO ILHSA S.A.-(ATENEO LIB),,30-65438619-2,FLORIDA 340,0,CDAD.AUTONOMA DE BUENOS AIRES,1,4325-6801/06,,ARGENTINA,,IN,901-174423-2,0,0,0,,202,2
6756,WALZLAGER VERTRIEBS-GMBH,,,EMMERICHER STR.31/D-90411,0,NURNBERG,25,(49)05931/409779,www.waelag.de,ALEMANIA,info@waelag.de,XE,,0,0,0,,202,2
6757,LOPEZ JAVIER Y OTERO ROBERTO,,30-70942943-0,AV.DIRECTORIO 802,0,CDAD.AUTONOMA DE BUENOS AIRES,1,,,ARGENTINA,,IN,116354208,0,0,0,,202,2
6758,CASA LIBERTELLA,,20-20008798-5,AV.CONGRESO 3394,1430,CDAD.AUTONOMA DE BUENOS AIRES,1,4542-5538,,ARGENTINA,,IN,817559-04,0,0,0,,202,2
6759,EST.SERV.AUTOPISTA S.R.L.,,30-61648144-0,AUT. ARAMBURU-KM.256,0,SANTA FE,21,03402-470607/696/027,,ARGENTINA,,IN,101-010619-7,0,0,0,,202,2
6760,TRANSP.SUDAMERICANOS S.A.,,33-69482544-9,AV.RIESTRA 1655,1437,CDAD.AUTONOMA DE BUENOS AIRES,1,4924-3201-L.R./4924-3202/4922-4451,,ARGENTINA,,IN,901-038055-9,0,0,0,,202,2
6761,LA RIVIERA DUTY FREE,,,RUC,0,PANAMA,1,,,ARGENTINA,,EX,,0,0,0,,202,2
6762,PANAFOTO S.A.,,,,0,PANAMA,1,,,ARGENTINA,,EX,,0,0,0,,202,2
6763,ANDRE-CARGA S.R.L.,,30-70862822-7,LOCAL 4-,0,CDAD.AUTONOMA DE BUENOS AIRES,1,(011)4312-7307,andrecarga@ciudad.com.ar,ARGENTINA,,IN,913-506353-5,0,0,0,,202,2
6764,DIANZORA S.A.,,30-64201063-4,AV.SCALABRINI ORTIZ 995,1414,CDAD.AUTONOMA DE BUENOS AIRES,1,(011) 4778-1000,,ARGENTINA,,IN,901-954670-1,0,0,0,,202,2
6765,ANDESMAR S.A.,,30-56178540-2,ANT.ARGENTINA Y CALLE 10/LOC.9,0,CDAD.AUTONOMA DE BUENOS AIRES,1,(011)-4313-0992,,ARGENTINA,,IN,913-500909-4,0,0,0,,202,2
6766,SUCESION DE FIDANZA CARLOS H.,,20-05563046-2,TRES ARROYOS 873,8324,CIPOLLETTI,16,,,ARGENTINA,,IN,916-591931-1,0,0,0,,202,2
6767,LESO S.R.L.,,30-71058852-6,JUAN B. ALBERDI 7266,0,CDAD.AUTONOMA DE BUENOS AIRES,1,4842-9219,,ARGENTINA,,IN,30-71058852-6,0,0,0,,202,2
6768,TORREMOLINOS VIAJES S.A.,,30-66229098-6,TALCAHUANO 1025,1013,CDAD.AUTONOMA DE BUENOS AIRES,1,(54-11)4816-7070,,ARGENTINA,,IN,902-142146-6,0,0,0,,202,2
6769,CARL WERTHENBACH-(DISPONIBLE),,,,0,33531-BIELEFELD,25,,,GERMANY,,XE,,0,0,0,,202,2
6770,PBI INTERNATIONAL LTD.,,,UNIT.2;TYLER HOUSE.TYLER WAY,0,WHITSTABLE;KENT CT5 2RS,25,44-0-1227-455800,sales@ball-bearings.co.uk,UNITED KINDOM,,XE,,0,0,0,,202,2
6771,APOLO CJA COM E IMPORTACAO,,,RUA SARJENTO JETER AUGUSTO,0,PEREIRA 2-4,25,55-11-2633-6636,,SAO PAULO-SP-BRASIL,PARQUE NOVO MUNDO,XE,,0,0,0,,202,2
